lexicog.UsageExample	lexinfo.note	rdfs.label	rdfs.value.la	rdfs.value.pt	skos.note
usageExample:n26275.sg01.s99.u02	Ovid.	ros maris	 Ros maris 	 Alecrim 	
usageExample:n26284.sg01.s99.u01	Ovid.	dea rosea	 Dea rosea 	 Aurora 	
usageExample:n26290.sg01.s99.u01	Quinct.	pro rostris laudare	 Pro rostris laudare 	 Fazer o panegyrico perante o povo 	
usageExample:n26290.sg01.s99.u02	Cic.	ascendere in rostra	 Ascendere in rostra 	 Fallar publicamente , ou ao povo 	
usageExample:n26291.sg01.s99.u01	Plin.	rostrata corona	 Rostrata corona 	 Coroa em que se representavaõ os esporões das náos , que se dava em premio de alguma victoria naval 	
usageExample:n26293.sg01.s99.u01	Col.	rostrum falcis	 Rostrum falcis 	 Ponta da fouce 	
usageExample:n26293.sg01.s99.u02	Plin.	rostrum mallei	 Rostrum mallei 	 Parte do martello , com a qual se bate 	
usageExample:n26385.sg01.s99.u01	Tac.	rumpere imperium	 Rumpere imperium 	 Ir contra as ordens , que se receberaõ 	
usageExample:n26385.sg01.s99.u02	Hor.	rumpere se	 Rumpere se 	 Arrebentar 	
usageExample:n26385.sg01.s99.u03	Prop.	rumpere frena pudoris	 Rumpere frena pudoris 	 Perder de todo a vergonha 	
usageExample:n26385.sg01.s99.u04	Virg.	rumpi inuidia	 Rumpi invidia 	 Arrebentar de inveja 	
usageExample:n26395.sg01.s99.u01	Virg.	sol ruit	 Sol ruit 	 Poem - se o Sol 	
usageExample:n26395.sg01.s99.u02	Virg.	ruit coelum imbribus	 Ruit coelum imbribus 	 Vem - se o Ceo abaixo com chuva 	
usageExample:n26395.sg01.s99.u03	Virg.	ruit uer	 Ruit ver 	 Vai - se acabando a primavera 	
usageExample:n26395.sg01.s99.u04	Lucr.	per fas omne, nefasque ruere	 Per fas omne , nefasque ruere 	 Entregar - se a todo o genero de maldades 	
usageExample:n26395.sg01.s99.u05	Virg.	ruere spumas maris	 Ruere spumas maris 	 Cortar as ondas com violencia 	
usageExample:n26395.sg01.s99.u06	Cic.	ruere in agendo	 Ruere in agendo 	 Ser percipitado no obrar 	
usageExample:n26412.sg01.s99.u01	Cic.	ruri esse	 Ruri esse 	 Estar no campo . 	
usageExample:n26412.sg01.s99.u02	Plaut.	rure esse	 rure esse 	 Estar no campo 	
usageExample:n26472.sg01.s99.u01	Hor.	homo sacer	 Homo sacer 	 Homem amaldiçoado 	
usageExample:n26472.sg01.s99.u02	Virg.	auri sacra fames	 Auri sacra fames 	 Desejo detestavel de dinheiro 	
usageExample:n26481.sg01.s99.u01	Cic.	sacramento obligare	 Sacramento obligare 	 Fazer prestar juramento . 	
usageExample:n26481.sg01.s99.u02	Caes.	sacramento adigere	 Sacramento adigere 	 Fazer prestar juramento . 	
usageExample:n26481.sg01.s99.u03	Quinct.	sacramento rogare	 Sacramento rogare 	 Fazer prestar juramento 	
usageExample:n26484.sg01.s99.u01	Cic.	sacratae leges	 Sacratae leges 	 Leis pertencentes particularmente á liberdade dos cidadões Romanos , cujos quebrantadores com sua familia , e bens ficavaõ consagrados a alguma Divindade , e podiaõ ser mortos sem o matador incorrer em crime 	
usageExample:n26501.sg01.s99.u01	Virg.	sacrare uota diuis	 Sacrare vota divis 	 Fazer votos aos Deozes 	
usageExample:n26501.sg01.s99.u02	Liv.	sacrare foedus	 Sacrare foedus 	 Jurar huma alliança 	
usageExample:n26501.sg01.s99.u03	Liv.	sacrare caput cum bonis alicuius	 Sacrare caput cum bonis alicujus 	 Pronunciar confiscaçaõ de corpo , e de bens contra alguem 	
usageExample:n26503.sg01.s99.u01	Plaut. proverb.	inter sacrum, & saxum stare	 Inter sacrum , & saxum stare 	 Estar em hum grandissimo perigo , ou ( como nós dizemos ) entre cruz , e agua benta 	
usageExample:n26533.sg01.s99.u01	Quinct.	sagina dicendi	 Sagina dicendi 	 Abundancia de palavras 	
usageExample:n26564.sg01.s99.u01	Sen.	salebrosa oratio	 Salebrosa oratio 	 Discurso desigual , difficil de se perceber 	
usageExample:n26567.sg01.s99.u01	Hor.	saliares epulae	 Saliares epulae 	 Banquetes como os dos Salios , isto he , esplendidos , sumtpuosos 	
usageExample:n26635.sg01.s99.u01	Cic.	salubritas dictionis	 Salubritas dictionis 	 Pureza da dicçaõ 	
usageExample:n26638.sg01.s99.u01	Cic.	salue	 Salve 	 Deos dos salve , & c . 	Saõ formulas de saudar.
usageExample:n26638.sg01.s99.u02	Cic.	saluete	 salvete 	 Deos dos salve , & c . 	
usageExample:n26638.sg01.s99.u03	Cic.	salueto	 salveto 	 Deos dos salve , & c . 	
usageExample:n26638.sg01.s99.u04	Cic.	saluetote	 salvetote 	 Deos dos salve , & c 	
usageExample:n26638.sg01.s99.u05	Cic.	saluere illum uelim iubeas	 Salvere illum velim jubeas 	 Quizera o saudasses da minha parte 	
usageExample:n26644.sg01.s99.u01	Cic.	salutem alicui dicere	 Salutem alicui dicere 	 Saudar alguem , dizer - lhe a Deos 	
usageExample:n26645.sg01.s99.u01	Cic.	salutaris littera	 Salutaris littera 	 A letra A , que era signal de absolviçaõ 	
usageExample:n26645.sg01.s99.u02	Suet.	salutaris digitus	 Salutaris digitus 	 Dedo indice , porque os Romanos o bejavaõ saudando 	
usageExample:n26657.sg01.s99.u01	Ter.	saluus sis	 Salvus sis 	 Deos te guarde 	
usageExample:n26657.sg01.s99.u02	Ter.	salua res est	 Salva res est 	 Tudo vai bem , o negocio está em bom estado 	
usageExample:n26675.sg01.s99.u01	Stat.	carmina alicui sancire	 Carmina alicui sancire 	 Dedicar versos á alguem 	
usageExample:n26675.sg01.s99.u02	Cic.	sancire aliquid capite	 Sancire aliquid capite 	 Ordenar alguma cousa sob pena de morte 	
usageExample:n26675.sg01.s99.u03	Liv.	sancire fidem dextra	 Sancire fidem dextra 	 Dar a maõ em confirmaçaõ da palavra 	
usageExample:n26708.sg01.s99.u01	Col.	herba sanguinaria	 Herba sanguinaria 	 Sanguinha , herva 	
usageExample:n26709.sg01.s99.u01	Plin.	sanguineus frutex	 Sanguineus frutex 	 Sanguinho , arvore 	
usageExample:n26712.sg01.s99.u01	Cic.	sanguis aerarii	 Sanguis aerarii 	 Dinheiro do thesouro publico 	
usageExample:n26712.sg01.s99.u02	Plin.	sanguis terrae	 Sanguis terrae 	 Vinho 	
usageExample:n26712.sg01.s99.u03	Cels.	conquieuit sanguis	 Conquievit sanguis 	 Vedou o sangue 	
usageExample:n26712.sg01.s99.u04	Plin.	sanguinem extrahere	 Sanguinem extrahere 	 Sangrar . 	
usageExample:n26712.sg01.s99.u05	Cels.	sanguinem mittere	 Sanguinem mittere 	 Sangrar . 	
usageExample:n26712.sg01.s99.u06	Cels.	sanguinem detrahere	 Sanguinem detrahere 	 Sangrar 	
usageExample:n26714.sg01.s99.u01	Col.	amurcae sanies	 Amurcae sanies 	 Fezes , borras da agoa ruça 	
usageExample:n26725.sg01.s99.u01	Cic.	male sanus	 Male sanus 	 Louco 	
usageExample:n26725.sg01.s99.u02	Nep.	si sana mens esset	 Si sana mens esset 	 Se tivesse juizo 	
usageExample:n26736.sg01.s99.u01	Plaut.	sapere multum ad genium	 Sapere multum ad genium 	 Saber comer , e regalar - se bem 	
usageExample:n26736.sg01.s99.u02	Plaut.	sapere recte suam rem	 Sapere recte suam rem 	 Saber perfeitamente o que lhe toca 	
usageExample:n26736.sg01.s99.u03	Pers.	sapere patruos	 Sapere patruos 	 Imitar a sabedoria dos seus maiores 	
usageExample:n26747.sg01.s99.u01	Plaut.	imponere sarcinam alicui	 Imponere sarcinam alicui 	 Enganar alguem , ou causar - lhe algum dissabor 	
usageExample:n26782.sg01.s99.u01	Pers.	sartago loquendi	 Sartago loquendi 	 Som inintelligivel das palavras 	
usageExample:n26785.sg01.s99.u01	Cic. (sc. opera.)	sarta tecta locare	 Sarta tecta locare 	 Arrendar por hum certo preço a conservaçaõ das obras publicas em bom estado 	
usageExample:n26785.sg01.s99.u02	Cic.	sartum tectum aliquem conseruare	 Sartum tectum aliquem conservare 	 Conservar algum saõ , e salvo 	
usageExample:n26785.sg01.s99.u03	Hor.	male sarta gratia	 Male sarta gratia 	 Amizade pouco segura , mal fundada 	
usageExample:n26792.sg01.s99.u01	Cic.	satelles iouis	 Satelles Jovis 	 Aguia 	
usageExample:n26794.sg01.s99.u01	Liv.	satias eum cepit uxoris	 Satias eum cepit uxoris 	 Começou a desgostar - se da sua mulher 	
usageExample:n26804.sg01.s99.u01	Cic.	satis bene	 Satis bene 	 Mediocremente 	
usageExample:n26814.sg01.s99.u01	Plin.	satiuum tempus	 Sativum tempus 	 Tempo idoneo para a sementeira 	
usageExample:n26823.sg01.s99.u01	Plin.	satur color	 Satur color 	 Cor viva 	
usageExample:n26839.sg01.s99.u01	Cic.	saucius animus	 Saucius animus 	 Animo afflicto 	
usageExample:n26839.sg01.s99.u02	Mart.	saucius uino	 Saucius vino 	 Embriagado , bebado 	
usageExample:n26845.sg01.s99.u01	Plaut.	piscatus saxatilis	 Piscatus saxatilis 	 Pescaria deita entre pedras 	
usageExample:n26873.sg01.s99.u01	Virg.	ascendere scalis muros	 Ascendere scalis muros 	 Escalar as muralhas 	
usageExample:n26882.sg01.s99.u01	Suet.	scalprum librarium	 Scalprum librarium 	 Canivete de aparar pennas , ou para raspar as letras 	
usageExample:n26909.sg01.s99.u01	Plin.	scapus candelabri	 Scapus candelabri 	 Aste direita , ou varaõ do candieiro 	
usageExample:n26909.sg01.s99.u02	Vitr.	scapus scalarum	 Scapus scalarum 	 Arvore , ou esteio em que se pregaõ os degráos das escadas 	
usageExample:n26917.sg01.s99.u01	Col.	scatere uermibus	 Scatere vermibus 	 Ferver com bichos 	
usageExample:n26933.sg01.s99.u01	Cael. ad Cic.	scena totius rei haec est	 Scena totius rei haec est 	 Eis - aqui toda a materia do negocio 	
usageExample:n26933.sg01.s99.u02	Cic.	scenae seruire	 Scenae servire 	 Conformar - se com o estado das cousas presentes 	
usageExample:n26933.sg01.s99.u03	Suet.	scena minore aliquid agere	 Scena minore aliquid agere 	 Fazer alguma cousa com menor apparato , e ostentaçaõ 	
usageExample:n26946.sg01.s99.u01	Quinct.	schedas omnes excutere	 Schedas omnes excutere 	 Folhear todos os livros 	
usageExample:n26965.sg01.s99.u01	Plin. Jun.	scienter fallere	 Scienter fallere 	 Enganar de proposito , de caso pensado 	
usageExample:n26975.sg01.s99.u01	Acc. apud. Cic.	scindere comam	 Scindere comam 	 Arrancar os cabellos 	
usageExample:n26975.sg01.s99.u02	Cic.	scindere sententiam	 Scindere sententiam 	 Mudar o parecer 	
usageExample:n26975.sg01.s99.u03	Ovid.	scindere uerba fletu	 Scindere verba fletu 	 Interromper as palavras com o choro 	
usageExample:n26975.sg01.s99.u04	Cic.	scindere penulam hospiti	 Scindere penulam hospiti 	 Tirar pela capa ao hospede , ou obrigallo como por força a que senaõ vá taõ cedo 	
usageExample:n26975.sg01.s99.u05	Virg.	scindi in studa contraria	 Scindi in studa contraria 	 Dividir - se em pareceres differentes 	
usageExample:n26977.sg01.s99.u01	Cic.	scintilla belli	 Scintilla belli 	 Faisca , ou reliquia da guerra 	
usageExample:n26981.sg01.s99.u01	Cic.	certe scire	 Certe scire 	 Saber com certeza . 	
usageExample:n26981.sg01.s99.u02	Cic.	certo scire	 certo scire 	 Saber com certeza . 	
usageExample:n26981.sg01.s99.u03	Cic.	certum scire	 certum scire 	 Saber com certeza 	
usageExample:n26981.sg01.s99.u04	Ter.	scire fidibus	 Scire fidibus 	 Saber tocar instrumento de cordas 	
usageExample:n26981.sg01.s99.u05	Cic.	scire graece luculenter	 Scire Graece luculenter 	 Saber com perfeiçaõ a lingua Grega 	
usageExample:n26987.sg01.s99.u01	Plaut.	scirpiculae piscariae	 Scirpiculae piscariae 	 Nassas de junco para pescar 	
usageExample:n27021.sg01.s99.u01	Plin.	scopae manuales	 Scopae manuales 	 Punhado 	
usageExample:n27021.sg01.s99.u02	Plin.	scopa regia	 Scopa regia 	 Mil folhas , herva 	
usageExample:n27028.sg01.s99.u01	Lucr.	ad scopulum ire	 Ad scopulum ire 	 Correr a sua ruina 	
usageExample:n27028.sg01.s99.u02	Ovid.	scopulos in corde gestare	 Scopulos in corde gestare 	 Ter hum coraçaõ de pedra , ser inexoravel 	
usageExample:n27054.sg01.s99.u01	Quinct.	scribere notis	 Scribere notis 	 Escrever em cifra , ou com caracteres de abbreviaçaõ 	
usageExample:n27054.sg01.s99.u02	Ulp.	scribere seruo libertatem	 Scribere servo libertatem 	 Dar carta de alforria ao escravo 	
usageExample:n27054.sg01.s99.u03	Cic.	scribere supplementum legionibus	 Scribere supplementum legionibus 	 Fazer reclutas para as legiões 	
usageExample:n27054.sg01.s99.u04	Liv.	scribere milites	 Scribere milites 	 Fazer levas de soldados 	
usageExample:n27054.sg01.s99.u05	Quinct.	scribere stigmata fugitiuo	 Scribere stigmata fugitivo 	 Fazer marcar hum escravo fugitivo 	
usageExample:n27054.sg01.s99.u06	Plaut.	scribere alicui nummos	 Scribere alicui nummos 	 Dar a alguem huma letra de cambio , ou hum bilhete para cobrar dinheiro 	
usageExample:n27059.sg01.s99.u01	Cic.	dicere orationem de scripto	 Dicere orationem de scripto 	 Repetir o discurso com o papel na maõ , ou á vista 	
usageExample:n27060.sg01.s99.u01	Cic.	magister scripturae	 Magister scripturae 	 O que trazia arrematado , ou tinha a seu cargo este genero de tributo 	
usageExample:n27075.sg01.s99.u01	Col.	scrupulosissima saltatio	 Scrupulosissima saltatio 	 Genero de dança muito figurada , e pelo conseguinte muito difficil de executar 	
usageExample:n27110.sg01.s99.u01	Juv.	scutulata uestis	 Scutulata vestis 	 Vestido de panno , ou seda de ondas 	
usageExample:n27133.sg01.s99.u01	Plaut.	secludere uitam corpore	 Secludere vitam corpore 	 Matar 	
usageExample:n27137.sg01.s99.u01	Cic.	secare lites	 Secare lites 	 Compor os litigios 	
usageExample:n27137.sg01.s99.u02	Virg.	secare uiam ad naues	 Secare viam ad naves 	 Caminhar em direitura ás náos 	
usageExample:n27137.sg01.s99.u03	Pers.	secare aliquem	 Secare aliquem 	 Satirizar alguem 	
usageExample:n27137.sg01.s99.u04	Virg.	secare aethera pennis	 Secare aethera pennis 	 Fender os ares voando 	
usageExample:n27142.sg01.s99.u01	Plin. Jun.	secretum petere	 Secretum petere 	 Pedir huma audiencia particular 	
usageExample:n27145.sg01.s99.u01	Plin. Jun.	secta uitae	 Secta vitae 	 Modo de viver 	
usageExample:n27147.sg01.s99.u01	Plaut.	sectarius uoruex	 Sectarius vorvex 	 Carneiro capado 	
usageExample:n27156.sg01.s99.u01	Luc.	sui fauoris sector	 Sui favoris sector 	 O que vende o seu voto por dinheiro em alguma eleiçaõ 	
usageExample:n27158.sg01.s99.u01	Caes.	secturae aerariae	 Secturae aerariae 	 Minas de cobre 	
usageExample:n27168.sg01.s99.u01	Suet.	panis secundarius	 Panis secundarius 	 Paõ de rala 	
usageExample:n27168.sg01.s99.u02	Plin.	uinum secundarium	 Vinum secundarium 	 Agoapé 	
usageExample:n27172.sg01.s99.u01	Cic.	secundum quietem	 Secundum quietem 	 Durante o somno 	
usageExample:n27172.sg01.s99.u02	Cic.	secundum aliquem litem dare	 Secundum aliquem litem dare 	 Julgar a causa a favor de alguem 	
usageExample:n27173.sg01.s99.u01	Virg.	secundus uentus	 Secundus ventus 	 Vento galerno , o que sopra da popa 	
usageExample:n27173.sg01.s99.u02	Cic.	secunda mensa	 Secunda mensa 	 Sobremesa 	
usageExample:n27181.sg01.s99.u01	Cic.	securim alicui infligere	 Securim alicui infligere 	 Causar gravissimo damno a alguem . 	
usageExample:n27181.sg01.s99.u02	Cic.	securim alicui iniicere	 Securim alicui injicere 	 Causar gravissimo damno a alguem 	
usageExample:n27186.sg01.s99.u01	Cic.	recte an secus nihil ad nos	 Recte an secus nihil ad nos 	 Se bem , ou mal nada nos importa 	
usageExample:n27186.sg01.s99.u02	Virg.	sec secius	 Sec secius 	 Do mesmo modo 	
usageExample:n27198.sg01.s99.u01	Plin.	sedere in ouis	 Sedere in ovis 	 Chocar ovos 	
usageExample:n27198.sg01.s99.u02	Cic.	sedere ad gubernacula reipublicae	 Sedere ad gubernacula reipublicae 	 Governar a Republica 	
usageExample:n27198.sg01.s99.u03	Mart.	sedet morbus	 Sedet morbus 	 A doença he contumaz 	
usageExample:n27204.sg01.s99.u01	Stat.	seditio maris	 Seditio maris 	 Tempestade 	
usageExample:n27218.sg01.s99.u01	Virg.	seges ferrea telorum	 Seges ferrea telorum 	 Immensa multidaõ de lanças 	
usageExample:n27218.sg01.s99.u02	Plaut.	stimulorum seges	 Stimulorum seges 	 Pessoa digna de ter cravados na pelle tantos estimulos , ou aguilhões , como espigas tem huma seara 	
usageExample:n27232.sg01.s99.u01	Plaut.	segregare sermonem	 Segregare sermonem 	 Calar - se 	
usageExample:n27243.sg01.s99.u01	Cic.	selecti iudices	 Selecti judices 	 Juizes , que com os Pretores julgavaõ as causas publicas 	
usageExample:n27258.sg01.s99.u01	Plin.	semel ac uicies	 Semel ac vicies 	 Vinte e huma vez 	
usageExample:n27258.sg01.s99.u02	Plin.	semel anno	 Semel anno 	 Huma vez no anno 	
usageExample:n27258.sg01.s99.u03	Liv.	semel atque iterum	 Semel atque iterum 	 Huma , ou duas vezes 	
usageExample:n27263.sg01.s99.u01	Ovid.	sementina dies	 Sementina dies 	 Dia das festas pelas sementeiras 	
usageExample:n27264.sg01.s99.u01	Cic.	sementis malorum	 Sementis malorum 	 Origem dos males 	
usageExample:n27360.sg01.s99.u01	Plin.	semissis usura	 Semissis usura 	 Lucro de seis por cento 	
usageExample:n27360.sg01.s99.u02	Vatin. ad Cic.	semissis homo	 Semissis homo 	 Homem de nenhuma estima , que mal val ametade de hum Asse 	
usageExample:n27362.sg01.s99.u01	Hor.	semita uitae	 Semita vitae 	 Modo de viver 	
usageExample:n27373.sg01.s99.u01	Quinct.	semiuocales litterae	 Semivocales litterae 	 Letras sem vogaes 	
usageExample:n27395.sg01.s99.u01	Cic.	senarius uersus	 Senarius versus 	 Verso de seis pés 	
usageExample:n27416.sg01.s99.u01	Plin.	senium lunae	 Senium lunae 	 Mingoante da Lua , quasi no fim 	
usageExample:n27425.sg01.s99.u01	Cic.	sententiis omnibus	 Sententiis omnibus 	 De commum acordo 	
usageExample:n27425.sg01.s99.u02	Cic.	ex animi sententia	 Ex animi sententia 	 Sinceramente 	
usageExample:n27431.sg01.s99.u01	Cic.	sentina urbis	 Sentina urbis 	 Vulgacho , gente mais inferior de huma Cidade 	
usageExample:n27434.sg01.s99.u01	Liv.	sentire famem	 Sentire famem 	 Padecer fome 	
usageExample:n27434.sg01.s99.u02	Cic.	sentire cum aliquo	 Sentire cum aliquo 	 Conformar - se com o parecer de alguem . 	
usageExample:n27434.sg01.s99.u03	Cic.	sentire ab aliquo	 Sentire ab aliquo 	 Conformar - se com o parecer de alguem 	
usageExample:n27434.sg01.s99.u04	Cic.	sentire humiliter, & demisse de aliquo	 Sentire humiliter , & demisse de aliquo 	 Fazer baixo conceito de alguem 	
usageExample:n27434.sg01.s99.u05	Cic.	sentire magnifice de se	 Sentire magnifice de se 	 Formar grande conceito de si 	
usageExample:n27434.sg01.s99.u06	Caes.	sentire grauiter de aliquo	 Sentire graviter de aliquo 	 Ter má opinião de alguem 	
usageExample:n27439.sg01.s99.u01	Plaut.	seorsum ab aliquo sentire	 Seorsum ab aliquo sentire 	 Discordar da opiniaõ de alguem 	
usageExample:n27450.sg01.s99.u01	Ter.	sepultus sum	 Sepultus sum 	 Estou inteiramente perdido 	
usageExample:n27450.sg01.s99.u02	Sen.	sepelire se uino, & epulis	 Sepelire se vino , & epulis 	 Beber , e comer com desordenado excesso 	
usageExample:n27450.sg01.s99.u03	Plaut.	sepelire somnum	 Sepelire somnum 	 Deixar de dormir 	
usageExample:n27462.sg01.s99.u01	Tac.	seponere aliquem	 Seponere aliquem 	 Desterrar alguem 	
usageExample:n27486.sg01.s99.u01	Vitr.	septentrio minor	 Septentrio minor 	 Ursa menos , constellaçaõ 	
usageExample:n27509.sg01.s99.u01	Cels.	septum transuersum	 Septum transversum 	 Diafragma 	Membrana, que separa o coraçaõ, e os bofes dos intestinos.
usageExample:n27518.sg01.s99.u01	Lucr.	sepultus somno	 Sepultus somno 	 Entregue a hum profundo somno 	
usageExample:n27518.sg01.s99.u02	Virg.	sepultus uino	 Sepultus vino 	 Excessivamente bebado 	
usageExample:n27518.sg01.s99.u03	Tac.	sepulta urbs	 Sepulta urbs 	 Cidade sepultada debaixo das suas ruinas 	
usageExample:n27519.sg01.s99.u01	Plin.	sequax bitumen	 Sequax bitumen 	 Bitume pegajoso 	
usageExample:n27519.sg01.s99.u02	Lucr.	sequaces curae	 Sequaces curae 	 Cuidados , que naõ deixaõ a gente 	
usageExample:n27519.sg01.s99.u03	Mart.	sequaces lanae	 Sequaces lanae 	 Lãs , que facilmente se extendem ao fiar 	
usageExample:n27526.sg01.s99.u01	Caes.	sequi gratiam alicuius	 Sequi gratiam alicujus 	 Procurar entrar na boa graça de alguem 	
usageExample:n27526.sg01.s99.u02	Liv.	sequi aliquem uestigiis	 Sequi aliquem vestigiis 	 Seguir alguem passo a passo 	
usageExample:n27526.sg01.s99.u03	Cic.	sequi uerbum	 Sequi verbum 	 Interpretar litteralmente , tomar huma palavra ao pé da letra 	
usageExample:n27526.sg01.s99.u04	Plin.	sequi digitos	 Sequi digitos 	 Ser pegajoso , pegar - se aos dedos 	
usageExample:n27529.sg01.s99.u01	Plin.	sequuto die	 Sequuto die 	 No dia seguinte 	
usageExample:n27535.sg01.s99.u01	Liv.	serenitas fortunae	 Serenitas fortunae 	 Tranquilidade da fortuna 	
usageExample:n27538.sg01.s99.u01	Plin.	color serenus	 Color serenus 	 Côr brilhante 	
usageExample:n27538.sg01.s99.u02	Plaut.	serenus uentus	 Serenus ventus 	 Vento , que naõ traz chuva 	
usageExample:n27553.sg01.s99.u01	Cic.	in sermonem hominum uenire	 In sermonem hominum venire 	 Dar muito que fallar de si 	
usageExample:n27553.sg01.s99.u02	Hor.	sermo pedestris	 Sermo pedestris 	 Maneira de fallar humilde , ou prosa 	
usageExample:n27559.sg01.s99.u01	Liv.	serere crimina in senatum apud plebem	 Serere crimina in senatum apud plebem 	 Derramar entre a plebe noticias em desabono do Senado 	
usageExample:n27559.sg01.s99.u02	Liv.	serere colloquia com aliquo	 Serere colloquia com aliquo 	 Conversar com alguem 	
usageExample:n27559.sg01.s99.u03	Liv.	serere ciuiles discordias	 Serere civiles discordias 	 Excitar sedições civis 	
usageExample:n27580.sg01.s99.u01	Cat.	serta campana	 Serta campana 	 Certa herva 	
usageExample:n27596.sg01.s99.u01	Cic.	seruire pecuniae	 Servire pecuniae 	 Cuidar muito em ajuntar dinheiro 	
usageExample:n27596.sg01.s99.u02	Cic.	seruire ualetudini	 Servire valetudini 	 Ter grande cuidado na saude 	
usageExample:n27596.sg01.s99.u03	Caes.	seruire auribus alicuius	 Servire auribus alicujus 	 Lisonjear alguem 	
usageExample:n27605.sg01.s99.u01	Hor.	serua	 Serva 	 Guarda - te 	
usageExample:n27605.sg01.s99.u02	Cic.	seruare de coelo	 Servare de coelo 	 Observar o Ceo por amor dos agouros 	
usageExample:n27606.sg01.s99.u01	Virg.	seri nepotes	 Seri nepotes 	 Vindouros , os que viráõ muito depois de nós 	
usageExample:n27606.sg01.s99.u02	Hor.	seri studiorum	 Seri studiorum 	 Ignorantes , os que aprendem , ou aprenderaõ tarde 	
usageExample:n27606.sg01.s99.u03	Virg.	omina sera	 Omina sera 	 Agouros funestos 	
usageExample:n27610.sg01.s99.u01	Cic.	serua praedia	 Serva praedia 	 Fazendas foreiras , de renda , de prazos , & c 	
usageExample:n27610.sg01.s99.u02	Ovid.	seruum pectus uitiis	 Servum pectus vitiis 	 O que he escravo dos vicios , ou das suas paixões 	
usageExample:n27638.sg01.s99.u01	Hor.	sesquipedalia uerba	 Sesquipedalia verba 	 Palavras de muitas syllabas 	
usageExample:n27647.sg01.s99.u01	Mart.	sessiles lactucae	 Sessiles lactucae 	 Alfaces muito rasteiras 	
usageExample:n27647.sg01.s99.u02	Plin.	sessilia pira	 Sessilia pira 	 Peras de pé muito curto 	
usageExample:n27670.sg01.s99.u01	Cic.	seuocare ad se comuni	 Sevocare ad se comuni 	 Furtar alguma cousa do publico 	
usageExample:n27705.sg01.s99.u01	Plaut.	si ne	 Si ne 	 Se naõ 	
usageExample:n27707.sg01.s99.u01	Cic.	sibilare aliquem	 Sibilare aliquem 	 Dar assobios zombando de alguem 	
usageExample:n27722.sg01.s99.u01	Cic.	siccitas orationis	 Siccitas orationis 	 Seccura , esterilidade do discurso 	
usageExample:n27725.sg01.s99.u01	Prop.	siccis oculis	 Siccis oculis 	 Oradores , que naõ tem redundancia de palavras . 	
usageExample:n27725.sg01.s99.u02	Ovid.	siccis genis	 Siccis genis 	 Oradores , que naõ tem redundancia de palavras 	
usageExample:n27725.sg01.s99.u03	Plin.	sicca luna	 Sicca Luna 	 Lua , que naõ traz chuva 	
usageExample:n27749.sg01.s99.u01	Tac.	sidente metu	 Sidente metu 	 Cessando o temor 	
usageExample:n27750.sg01.s99.u01	Hor. 	sidera uertice tangere	 Sidera vertice tangere 	 Ser feliz . 	
usageExample:n27750.sg01.s99.u02	Hor.	sidera ferire	 Sidera ferire 	 Ser feliz . 	
usageExample:n27750.sg01.s99.u03	Prop.	sidera plantis contingere	 Sidera plantis contingere 	 Ser feliz 	
usageExample:n27762.sg01.s99.u01	Cic.	signatum argentum	 Signatum argentum 	 Prata em moeda 	
usageExample:n27762.sg01.s99.u02	Nep.	signatum epistola	 Signatum epistola 	 Carta fechada com sinete 	
usageExample:n27762.sg01.s99.u03	Virg.	signatum cicatrix in stirpe	 Signatum cicatrix in stirpe 	 Signal do golpe impresso na arvore 	
usageExample:n27775.sg01.s99.u01	Cic.	signare argentum	 Signare argentum 	 Cunhar moeda 	
usageExample:n27775.sg01.s99.u02	Plin.	signare uota	 Signare vota 	 Sellar os votos escritos em papel , e pôllos junto aos joelhos dos Deozes , ou cumprir os votos 	
usageExample:n27784.sg01.s99.u01	Virg.	aequor silet	 Aequor silet 	 O mar está em calma 	
usageExample:n27838.sg01.s99.u01	Plaut.	simplum soluere	 Simplum solvere 	 Pagar só a divida , e naõ o dobro 	
usageExample:n27839.sg01.s99.u01	Cic. proverb.	fluctus in simpulo excitare	 Fluctus in simpulo excitare 	 Mover grandes motins sobre cousas de pouco pezo 	
usageExample:n27851.sg01.s99.u01	Ovid.	simulare se anum	 Simulare se anum 	 Fingir - se velha 	
usageExample:n27851.sg01.s99.u02	Plaut.	simulare in aliquem	 Simulare in aliquem 	 Accusar alguem 	
usageExample:n27869.sg01.s99.u01	Suet.	singularis locus	 Singularis locus 	 Lugar solitario 	
usageExample:n27869.sg01.s99.u02	Quinct.	singularis numerus	 Singularis numerus 	 Numero singular 	Termo dos Grammaticos.
usageExample:n27871.sg01.s99.u01	Plaut.	singulariae catenae	 Singulariae catenae 	 Cadêas singellas , pouco pezadas 	
usageExample:n27874.sg01.s99.u01	Hor.	singultim loqui	 Singultim loqui 	 Fallar com termos interruptos , á maneira dos medrosos , e vergonhosos 	
usageExample:n27878.sg01.s99.u01	Cic.	in singulis annis	 In singulis annis 	 De anno em anno . 	
usageExample:n27878.sg01.s99.u02	Cic.	in annos singulos	 in annos singulos 	 De anno em anno 	
usageExample:n27892.sg01.s99.u01	Ter.	gestare aliquem in sinu	 Gestare aliquem in sinu 	 Amar alguem extremosamente 	
usageExample:n27892.sg01.s99.u02	Cic.	in sinu alicuius esse	 In sinu alicujus esse 	 Ter grande familiaridade com alguem 	
